respondent_id,xyz_vaccine,seasonal_vaccine
26765,0.029259744292137888,0.6147843070125738
26766,0.16251565562554293,0.20717650432242576
26767,0.7388592542778224,0.6987449927649397
26768,0.011304504754098523,0.4519215066219134
26769,0.13788009401040663,0.20030382100285424
26770,0.11300256125920159,0.6198881825331205
26771,0.07626229379291544,0.21129315181073088
26772,0.08392355192800317,0.409153435470032
26773,0.009997903147441919,0.375145513655777
26774,0.03680159596708706,0.46619325988754273
26775,0.09925329235021801,0.4524003511231517
26776,0.3524548941160585,0.2155317362321402
26777,0.12463004906616679,0.9211851965423427
26778,0.1432683666348691,0.20574924467554104
26779,0.12360359185540803,0.5499252814265603
26780,0.15698830812856024,0.9560291880807361
26781,0.04982827959619864,0.47452695479607526
26782,0.04983359289951161,0.27767295524229674
26783,0.08483774293991311,0.37361784719526125
26784,0.3677407654382271,0.8383644004340075
26785,0.335489335851345,0.44597380905844236
26786,0.11737572996962127,0.2536082197498571
26787,0.10263271527823026,0.4905383881634574
26788,0.1306392834834978,0.9366671361198378
26789,0.011932164401131252,0.22579983015939528
26790,0.06955568053846574,0.27872048044460795
26791,0.07728605465193307,0.14990326709268922
26792,0.20639649661698514,0.7819137591681168
26793,0.1071433295149334,0.8907071751952872
26794,0.7202557411202831,0.8684797414541228
26795,0.04314639764457686,0.9327261443525785
26796,0.05205626458152908,0.07069088675867166
26797,0.07836045627776599,0.5316146752977204
26798,0.1437744402460761,0.14343231662007014
26799,0.2719918165017994,0.1955887687696979
26800,0.04060178381181611,0.9241365974789569
26801,0.19461453118160077,0.2835678042851343
26802,0.1083343747992906,0.16059391885102076
26803,0.07173076955536745,0.1471192808837198
26804,0.07724822609338715,0.19121438923104453
26805,0.08670692702007239,0.21215328271436684
26806,0.06976125595826448,0.9027295121874308
26807,0.6909860322367657,0.9453077097955905
26808,0.22539760168524342,0.4666228226067213
26809,0.7174591118151801,0.2040840306617233
26810,0.03913699666531818,0.12784465233527675
26811,0.04576067737994715,0.04739754900145553
26812,0.12580185465261132,0.6222446445404957
26813,0.31422505229453745,0.34176326099809456
26814,0.03616441305767958,0.5042539436660288
26815,0.05625779214384998,0.14915172295156542
26816,0.03427130796985124,0.1581573772488249
26817,0.15835964995006838,0.7519338776612461
26818,0.07232222090874103,0.24961810156509268
26819,0.31581672997769744,0.357514014003092
26820,0.08586815460870617,0.2863623949509455
26821,0.10478595851301069,0.48684681894545767
26822,0.2601674547295351,0.5831318748497011
26823,0.4589789490845035,0.5195750822095995
26824,0.0373066440478837,0.6893319067709109
26825,0.40400368084862553,0.7887506291708775
26826,0.09193628159182964,0.7134859875785897
26827,0.06355231582334103,0.17530186127973874
26828,0.16927158428965125,0.6284304555238792
26829,0.6028407156541074,0.9249462873760526
26830,0.08165546448186661,0.7242538078004913
26831,0.1957371888781277,0.8241787464149358
26832,0.13235088800563194,0.8259546538977041
26833,0.006479006620812934,0.35047530116366227
26834,0.08098895241829894,0.37054044699065253
26835,0.36348437923268556,0.8652117577170598
26836,0.16725348277848467,0.6483872548165326
26837,0.04283772311345626,0.01224572842078196
26838,0.11441639159678083,0.4613976882972877
26839,0.09045091905130831,0.3695394636532408
26840,0.0919902040140591,0.14733164276332794
26841,0.3176334229495107,0.6976624570469863
26842,0.0820530609446001,0.21699610877197445
26843,0.04001673179873881,0.014713044696043363
26844,0.050726577762921166,0.45684669475170553
26845,0.05829130221997375,0.6925347187145227
26846,0.05823617341151403,0.7253919980508577
26847,0.29372605988994627,0.08985903000605155
26848,0.040706358728311895,0.6161997396740662
26849,0.14311312380213714,0.5830743787632184
26850,0.5227049612125488,0.7111574025304453
26851,0.03328326472234488,0.0596313958580226
26852,0.03552227824244234,0.11588053989575474
26853,0.4779144130575974,0.44467692224634003
26854,0.01753278887529063,0.06606360248396319
26855,0.5792637372088476,0.8376600512300233
26856,0.09858713537609592,0.033184845289537225
26857,0.36821645208441667,0.19894154783199905
26858,0.11847475545042815,0.581820464606609
26859,0.08802798113508103,0.14778085147899708
26860,0.11872951250410858,0.07242826178523382
26861,0.06272289565187937,0.06700582180591455
26862,0.11998047124287377,0.31173344554115273
26863,0.1756287801963534,0.34133171904213533
26864,0.49828920335644006,0.35983119249292667
26865,0.013348249231313003,0.033508443415320575
26866,0.2201827383037872,0.6819203365119181
26867,0.0925286789161439,0.16970652573862574
26868,0.7536523647518052,0.919996182438126
26869,0.10237958263957395,0.29873050678233853
26870,0.6086516450020865,0.8481288080967603
26871,0.05700986039864073,0.052640582793435114
26872,0.0642229027947136,0.500226270497426
26873,0.14051987812102307,0.824402229524946
26874,0.05208592298839775,0.15004803261781827
26875,0.6253563589606117,0.9130729202412531
26876,0.04529328676117376,0.03515607067526855
26877,0.07295551350017582,0.1440778768664965
26878,0.1904930601304921,0.3632052244040972
26879,0.01347227447621317,0.017646830129320897
26880,0.04529459707926326,0.11012289076697515
26881,0.029353101293479643,0.106998126044497
26882,0.03495718269574652,0.109690557023357
26883,0.06007497876622205,0.2584226691300332
26884,0.05828104192827739,0.13024580400320893
26885,0.3002362862502541,0.8029091853070097
26886,0.07723470192964746,0.7280242145876353
26887,0.6158611729969784,0.8710764691118926
26888,0.8799576468585334,0.9345326517037598
26889,0.04948972346727116,0.11189741777089003
26890,0.12556495455143757,0.40795757374664643
26891,0.3578160733293764,0.5564947837609949
26892,0.17739522157715665,0.873466712122104
26893,0.06165450166264111,0.19817369677818056
26894,0.16442017975026363,0.31820131846144295
26895,0.09505700388901897,0.8399420948605972
26896,0.05778248567040819,0.10017076509230405
26897,0.05328935209502102,0.3568924375899064
26898,0.22509695168356977,0.600079513602643
26899,0.05304419193550798,0.0832966740669644
26900,0.10277492823665438,0.28900725993071624
26901,0.006693232391682416,0.27003715620417906
26902,0.1968384278842747,0.9096138957659778
26903,0.2705101684615902,0.06845331593778826
26904,0.06291616570163457,0.38658828036893933
26905,0.30556823122535726,0.7968633849082423
26906,0.07040607236558673,0.35091580535430755
26907,0.011792917525262129,0.5854431688145898
26908,0.1208490140356003,0.7091128390739857
26909,0.06934766905038361,0.2179824103221554
26910,0.09178037189362165,0.1945725050357685
26911,0.06728676089152576,0.14114892911852014
26912,0.49015132568588543,0.9469476766341275
26913,0.772598104612087,0.8671503120927073
26914,0.08415837851835792,0.20193388988707012
26915,0.11517073412916194,0.655485161659671
26916,0.06745017041355554,0.316783704639343
26917,0.003950028535146141,0.010132416288290777
26918,0.7068784682502725,0.8935290056719571
26919,0.25049676398216547,0.557601848546216
26920,0.04212633279454683,0.17959121224728838
26921,0.14249373817689995,0.8623311526491656
26922,0.040150130772001,0.6634284879012765
26923,0.094310978619478,0.4994103385228036
26924,0.5887082781523987,0.8669412489576525
26925,0.11523120845246237,0.5330954577375506
26926,0.522343022847937,0.34540490811025276
26927,0.22689421180656666,0.5062020240948154
26928,0.05518478772439001,0.43651141653269643
26929,0.09115164592366248,0.18555874752966667
26930,0.7453215242957707,0.9195308583622979
26931,0.12179219275529266,0.38805429757497184
26932,0.05238396763980595,0.8888285408403103
26933,0.09134297906970185,0.7364034583731642
26934,0.4907033308732804,0.6477202492908872
26935,0.14534219135925228,0.4404707778255578
26936,0.54920852155796,0.2964391006691572
26937,0.29179933016436,0.7659771230633663
26938,0.08543090025420887,0.05887721674828811
26939,0.02528467606036966,0.03116872674082971
26940,0.084595083612722,0.17247523855686167
26941,0.04966881946574203,0.41404559890648723
26942,0.5925097330220567,0.7778303046772294
26943,0.11818147882229615,0.6277931027659824
26944,0.09568930867807322,0.15241530038572304
26945,0.1435887894343876,0.6001858468559297
26946,0.12452370696030247,0.6875389429238097
26947,0.15052564373898808,0.5248953348683875
26948,0.017464318307202506,0.06694750291345267
26949,0.02096190668396116,0.047416675200341825
26950,0.036287196475727174,0.4111986753178628
26951,0.08292811768947564,0.39362969355786886
26952,0.8539937360800907,0.9343200147225944
26953,0.7489603958203107,0.9612466879245577
26954,0.060460778337026636,0.1674711165147343
26955,0.16627283505786075,0.623935026511076
26956,0.11912668777876455,0.22872663163658644
26957,0.028889734708604627,0.9030266579992984
26958,0.23859192812421445,0.7557200891195405
26959,0.046317473103053286,0.24105347038647412
26960,0.03185596313024258,0.0507259941690188
26961,0.20309233517741648,0.5090704403589228
26962,0.1694619677882983,0.8803822179042603
26963,0.1312109598144173,0.2498829908076372
26964,0.10875693434796063,0.2562654217156504
26965,0.8287447210013028,0.9317960278758748
26966,0.014560764027997941,0.023414204566051554
26967,0.14958122886950578,0.38921249823484816
26968,0.04495585406455898,0.7940497437870658
26969,0.040626256248259905,0.2520283900202921
26970,0.6838259309175195,0.37059158037810613
26971,0.08774747895160208,0.30097574067600624
26972,0.007154633035185708,0.02202792981680729
26973,0.06010281990478756,0.13226959995398654
26974,0.10068533025902265,0.27609385013631815
26975,0.06664315509507954,0.6914728792043274
26976,0.8126288323913473,0.512674538308827
26977,0.04851995795191604,0.31478651647743067
26978,0.025907984150695385,0.7504987687318853
26979,0.2922671812027738,0.6066299701546484
26980,0.050669113913404035,0.12085207033697748
26981,0.05314635535319984,0.2148108359904175
26982,0.6749794753558511,0.8665786328671369
26983,0.16216327892521434,0.5813682308545084
26984,0.0958202994500456,0.1529252019926218
26985,0.023082031655457205,0.09667996504882231
26986,0.1980898706400772,0.6030423455125845
26987,0.058840889478810034,0.17108930388454946
26988,0.038198638300650976,0.13057509758131133
26989,0.2969750733840475,0.6957952999173247
26990,0.013962571312705079,0.05274633558682293
26991,0.32242034023995025,0.5702857790941677
26992,0.23933693918689075,0.3709893365700909
26993,0.16524467556278466,0.8454162763327978
26994,0.1919874766974927,0.3671543372716603
26995,0.141701273503369,0.3678440429254765
26996,0.2671295601404127,0.31984500407040717
26997,0.017292215683625888,0.06496267401307149
26998,0.05428056171693222,0.0542113033391206
26999,0.381443507460147,0.5281679071888404
27000,0.11187776980395231,0.4183362194657532
27001,0.04463061723355341,0.7622281082576734
27002,0.008553711327016834,0.17369100299634085
27003,0.020402808177884146,0.04136220628225643
27004,0.11262136537797734,0.213291695476429
27005,0.3704059472336556,0.7586659374890001
27006,0.7899546208629459,0.9160736003190475
27007,0.06950922099879737,0.2528954906213939
27008,0.046795149238878016,0.05882386740303161
27009,0.06752928692842192,0.31879217288936745
27010,0.09661696445652469,0.20302418268041952
27011,0.1123579028906988,0.2016662191671902
27012,0.354349446167551,0.6092746133859339
27013,0.11621795766609051,0.46433602245248434
27014,0.03089965546860057,0.25990408328378845
27015,0.0701755681773058,0.12641047347044743
27016,0.15204730899307276,0.37092455480176023
27017,0.4284839176646941,0.7133507569434184
27018,0.11821179996270732,0.3099699597735945
27019,0.9023883134959121,0.9508357280737709
27020,0.1844412322071644,0.22736521715494393
27021,0.1336676281130976,0.5282865979217909
27022,0.15868357743485045,0.26931102243115884
27023,0.15555924250370548,0.18497841166164022
27024,0.08879134255701354,0.30337609528863224
27025,0.05477322228141053,0.02335679911939713
27026,0.11207334783994528,0.42827974215987247
27027,0.09275934622635953,0.7492628788392491
27028,0.33041373380235106,0.8423528167135743
27029,0.07048893225191448,0.2719743160483615
27030,0.17641466872683847,0.2898291903356075
27031,0.20557286743953446,0.8370941404598996
27032,0.13959447158481195,0.4338888219759242
27033,0.30080389847706157,0.7692395317086355
27034,0.006550729159826535,0.6284326210470417
27035,0.13412955238887378,0.2554592125773152
27036,0.20738778937870123,0.6994554244649781
27037,0.5863893704077721,0.7016783776045418
27038,0.04918127302036568,0.02806796999073154
27039,0.7635187419442442,0.9141121612600114
27040,0.17286902350884106,0.13323534507154355
27041,0.12042724811874717,0.5535042374404571
27042,0.0786687433087319,0.5194976794350539
27043,0.5341089767863573,0.7587741118125142
27044,0.010338312124781195,0.035947559659587854
27045,0.16966969723631756,0.6135814362542474
27046,0.06252776014977203,0.1387927359705487
27047,0.5156445166165349,0.37772558140806034
27048,0.17672058758773845,0.4038200680285649
27049,0.2924695337970551,0.8916148332780741
27050,0.052820970343926764,0.5795592335538511
27051,0.12495787790270364,0.21480657117130017
27052,0.1107942077548184,0.2674429535816978
27053,0.8614731328443831,0.9553750037064342
27054,0.0361425909883107,0.09925653497493826
27055,0.08291365180542416,0.8477037696588938
27056,0.012173041882555182,0.031200270807871196
27057,0.020683019527878436,0.03423645077500925
27058,0.8463992220907572,0.9591906805342224
27059,0.05423715646500036,0.188278255486846
27060,0.024978026677580693,0.41998412899124954
27061,0.10047701280261223,0.4775049901581297
27062,0.05324085263849036,0.459138871732228
27063,0.07388976588209015,0.6127521863717933
27064,0.16509722053462791,0.568507702905702
27065,0.04995539642603351,0.27537688814327754
27066,0.048028090617708484,0.5888871292600321
27067,0.34883973988759104,0.5684085646908088
27068,0.8575092535756496,0.9452764556854734
27069,0.5319484487628893,0.9347231683262346
27070,0.05735854026198567,0.11210167887531941
27071,0.0456828180953756,0.06112296805315342
27072,0.08481408825582448,0.6994193535974922
27073,0.027238417212353358,0.8389039823345661
27074,0.043394581359420335,0.3303501007305889
27075,0.6524553673587239,0.7895621817499963
27076,0.45574793212634485,0.6498901791151214
27077,0.042341347509059414,0.12251771385778196
27078,0.30091862280187137,0.8299939651810415
27079,0.3005832245602401,0.9511552135851713
27080,0.060217820998200604,0.20276021962376148
27081,0.017399912309914275,0.7085731896254391
27082,0.22141214131316897,0.4249707923625762
27083,0.05156935101604368,0.17913097630910188
27084,0.8435507637241934,0.6641180875003146
27085,0.03877244242572366,0.017452861536238012
27086,0.056434829345291496,0.0654786751119677
27087,0.17262729461141935,0.22905299846349114
27088,0.20094813424497132,0.6506420870962835
27089,0.19288658970591493,0.26618281563986607
27090,0.26595344492084677,0.6262717798042695
27091,0.5285254050052985,0.12880061278305163
27092,0.09226052436091275,0.2459762226290963
27093,0.151544002591146,0.28493222653002204
27094,0.009006529214122878,0.04058250359832262
27095,0.0654974707589663,0.4919221975586391
27096,0.023103239209364294,0.2570445123161272
27097,0.5988224434997478,0.6953714110974997
27098,0.5604095404493475,0.8579739213144756
27099,0.1290310885137661,0.41676950367195775
27100,0.04842785500711928,0.775342981782759
27101,0.08704211321744253,0.6262378799425907
27102,0.09506289016542005,0.8098782087029256
27103,0.018115842535036963,0.0821873876856193
27104,0.24473919002435177,0.46082179997839023
27105,0.04770141261089306,0.4880530879459348
27106,0.6712670880260673,0.9201366955090992
27107,0.4628355367515374,0.7044879027576566
27108,0.06915427895683404,0.19891666153171386
27109,0.07552618574817685,0.18943078855509052
27110,0.11787165735378663,0.4550448724898074
27111,0.04641840250999117,0.36983505253829047
27112,0.258066158959412,0.6156281503235226
27113,0.11681425401467586,0.311291704520057
27114,0.08827144463363767,0.16220071389036272
27115,0.5196902569644714,0.8058656101369369
27116,0.19830915457885157,0.9286542191117755
27117,0.06539989119508384,0.13894474682593513
27118,0.15076987509649686,0.5960208936153238
27119,0.07844971540040774,0.44556043174919224
27120,0.3386463495603895,0.9787645164670278
27121,0.016884159061401883,0.7657042394975612
27122,0.0430653237214401,0.2703842409065325
27123,0.062068076189359334,0.10734020335422752
27124,0.05144866568815239,0.12481454676712246
27125,0.03282523960187241,0.08004130675701278
27126,0.328929428985411,0.08425064641828345
27127,0.07895822461331113,0.19239198932563523
27128,0.19105450131809726,0.605755601820459
27129,0.5594338869443071,0.5737617973133654
27130,0.10767917618260063,0.17235004833114337
27131,0.04251942103482217,0.05337732375164766
27132,0.516368573012463,0.9094343418334637
27133,0.11450686498088145,0.6020426015310112
27134,0.6387075746825742,0.8944892916754791
27135,0.2042804583239962,0.5390330230673306
27136,0.08399251193217283,0.5489801310522806
27137,0.06852870239297285,0.13501239171536306
27138,0.16599793243135913,0.44606576968609574
27139,0.12466622749131161,0.10601489121142751
27140,0.8592806901398682,0.9342050044272793
27141,0.5501739038692282,0.7972683086671101
27142,0.07861450108997083,0.27280411852556846
27143,0.28844359484707305,0.5233988670106471
27144,0.04516682384738616,0.03494389159294595
27145,0.4956565012662773,0.6356219759341472
27146,0.040510586457826514,0.9051584986828337
27147,0.0483870579341404,0.24292153887479834
27148,0.21068843277784802,0.29360690091463787
27149,0.2614595704036372,0.16753465996315772
27150,0.6899236324506546,0.9667652337876627
27151,0.12681066874237662,0.7058655510527624
27152,0.029963805717295334,0.23666036300509546
27153,0.22507645033054086,0.7545633862817699
27154,0.7495718653108464,0.8732013140705991
27155,0.19399635827411232,0.677823274340162
27156,0.014660503346080383,0.33671372813649375
27157,0.012931918474114056,0.514827066343232
27158,0.07283015944687778,0.37461182466648646
27159,0.052004029352853094,0.1850085973480015
27160,0.2136973843526335,0.21933351975625912
27161,0.2734878040373534,0.5193427320309123
27162,0.1996199776206352,0.926365955012258
27163,0.6714473801995433,0.5477572466760069
27164,0.23043955378335512,0.10672424382353664
27165,0.3639870738587061,0.515429336361813
27166,0.062128644342805704,0.11434294354139019
27167,0.10965399080332403,0.40494034658607103
27168,0.08645284550148498,0.6163293368113503
27169,0.37939868082514333,0.5260613639223977
27170,0.36684945036479494,0.8304245751885323
27171,0.047817650668490495,0.3100049152845106
27172,0.04750642432206499,0.84210332692011
27173,0.2739445546755075,0.5662636211513941
27174,0.04027131635579641,0.09364373665462088
27175,0.0655718608699195,0.1479320260072752
27176,0.5224541224860704,0.9498897918112775
27177,0.8174510123026671,0.9417358635410863
27178,0.1499696231680805,0.3366200664780989
27179,0.06532407925442049,0.21031488268860685
27180,0.25478331470085913,0.34822930337426394
27181,0.03411204030578507,0.805633007180682
27182,0.6271142707093025,0.9037232704430793
27183,0.043524105843053114,0.5213749096849541
27184,0.03295098788299295,0.37618307327901684
27185,0.4844060929180215,0.7845692723500073
27186,0.15402439674085547,0.5460741435804556
27187,0.09054854605794437,0.11377794324302196
27188,0.060539740216104726,0.42379411710314574
27189,0.08149884774840603,0.49617229726708884
27190,0.4638783630833952,0.7583203658891942
27191,0.16007910957141316,0.9493651095378972
27192,0.5147765294677363,0.7433503822122297
27193,0.0186658280610638,0.1675793490150389
27194,0.13217107979121503,0.3466359913410476
27195,0.050748877801490275,0.17873029818163017
27196,0.26793107933539345,0.28210021346523906
27197,0.054017088137741594,0.7164800041734372
27198,0.9594748897929384,0.9915910528906253
27199,0.030605153877706407,0.11711129347830673
27200,0.29024740972504587,0.6416242036572862
27201,0.7164660862060633,0.9151985795796342
27202,0.08124137248200762,0.04204846125846111
27203,0.048439587065123184,0.1263792287939273
27204,0.03134937146438007,0.07823229051324797
27205,0.06703536853460274,0.17313125548667627
27206,0.09435974594671637,0.18033668620538443
27207,0.06297733788960727,0.13329786705534566
27208,0.7897618783303522,0.6999296526815706
27209,0.13177064456836038,0.20076965124640436
27210,0.3036192341679803,0.36188003270970065
27211,0.1109649864961577,0.27657640133052036
27212,0.5759658459429746,0.9414546815900847
27213,0.49061436690979204,0.5751265099689524
27214,0.025294226221986946,0.07876267648054794
27215,0.13042618500406422,0.7785083686712874
27216,0.1089187099500385,0.8872677939207692
27217,0.09480051893882739,0.22883336562151305
27218,0.7245087922519031,0.9585206373784247
27219,0.4487862755929946,0.6245586590225011
27220,0.13858396552369304,0.36405926614002915
27221,0.19191046079704854,0.677165344479298
27222,0.22561629791165783,0.5446466091404658
27223,0.052163848382288575,0.6706563739921763
27224,0.21617301750856108,0.713927393728258
27225,0.20098570255701925,0.25920122831178144
27226,0.022589290578276328,0.22366386963347723
27227,0.11872549618804576,0.2831747666277993
27228,0.49262657504138346,0.7973260476810239
27229,0.7031752539538643,0.8740015184524584
27230,0.2176600991536086,0.9726679687630333
27231,0.4929091093372265,0.7850276470023086
27232,0.10889023718936837,0.5458257075869528
27233,0.2949396354124886,0.13231948700310833
27234,0.05464802805050816,0.028187272955817695
27235,0.8652763170075545,0.9492123756701005
27236,0.12459447017738788,0.9208311806554322
27237,0.29263057122666436,0.4884627308597212
27238,0.2808934995687958,0.7485711188303961
27239,0.4779278304801817,0.19809432822818082
27240,0.08835990234443772,0.4392473824100207
27241,0.07590896377538583,0.213282771652043
27242,0.10903281389019998,0.4484284909807129
27243,0.03748095467759955,0.06712684818348366
27244,0.05416101316428391,0.1458043939069956
27245,0.12385313292631334,0.4224216027724805
27246,0.8250519596409962,0.9411656992635025
27247,0.19738116843253814,0.9091685124047393
27248,0.15249570048903632,0.6520369144047287
27249,0.09414597352841549,0.5654452896839754
27250,0.08912150814846011,0.2800161938657634
27251,0.08275169865513407,0.33615926040798255
27252,0.3236795834614674,0.637660342205131
27253,0.08913374556293706,0.9059627389717386
27254,0.895480592011675,0.9619205042156561
27255,0.13586561300460348,0.3351579257041815
27256,0.5464354194528516,0.9459557172749663
27257,0.32502650004361283,0.47602524218183234
27258,0.41914071584798723,0.7904017419445659
27259,0.6331955647510948,0.9152142146057584
27260,0.14448879998708203,0.5645633729100948
27261,0.1170004080742959,0.6241405568151979
27262,0.25575314665024584,0.5364645169586294
27263,0.09688467463378153,0.133534998212141
27264,0.08011070231101196,0.0929151771380829
27265,0.056124745028793784,0.2782214614793685
27266,0.17501991188112423,0.3693010170738395
27267,0.1928064023184731,0.8149344767218337
27268,0.013690786001537327,0.14759777570917554
27269,0.7722666024055731,0.4174337033119257
27270,0.03555433889970224,0.08471980604961425
27271,0.04865033927690399,0.30498548132974773
27272,0.011716386139068164,0.285894839735778
27273,0.049456046919948385,0.1845639677740819
27274,0.13768605791467378,0.4246250161557309
27275,0.18590019500561267,0.34773232752165695
27276,0.012804516187181751,0.09668505285584239
27277,0.05479868470571015,0.838320444880427
27278,0.14593118659108215,0.3150759729063267
27279,0.08182869312525765,0.2694952998369965
27280,0.22067938817000113,0.2872555701366191
27281,0.060374717922360786,0.2703438722117509
27282,0.0690733007349559,0.8746452183032287
27283,0.0069617034512941215,0.029523846543645774
27284,0.18697887813863068,0.37663123180986346
27285,0.10725419948732519,0.40514117485404894
27286,0.059220989162876055,0.15678459302048203
27287,0.16277518523591206,0.47947777266862407
27288,0.5651067823816003,0.8093496356344123
27289,0.3218235887010256,0.4457887609350595
27290,0.01592657720793118,0.07106003788519027
27291,0.6470050382430549,0.8752927666721807
27292,0.058516210230422465,0.6314477430862502
27293,0.11820299641345205,0.9671760313727402
27294,0.016461003722662668,0.03333968760500975
27295,0.3001422823646685,0.8572384328888681
27296,0.06638405307083901,0.7351223323796796
27297,0.06003721710990287,0.6770304163259437
27298,0.10699109612486343,0.3166483105529991
27299,0.3059712122627966,0.7431296111237837
27300,0.1984025459625222,0.9706361052186622
27301,0.0071584720327945465,0.028911570507203985
27302,0.12318272137169266,0.5621871090488629
27303,0.023571323970588164,0.08351954589809028
27304,0.08522855423709069,0.7674984371837862
27305,0.03815725259370406,0.04338587706181384
27306,0.18973930391054433,0.5247643750954951
27307,0.6968990664763197,0.7524177700968304
27308,0.12871908832334814,0.25554875201167326
27309,0.554156497744169,0.9590633058696815
27310,0.04892655732408584,0.133969870621812
27311,0.09225841162177172,0.13983058830997258
27312,0.06904813716702646,0.34101019717788494
27313,0.07781210832172979,0.15354106827490546
27314,0.04499699660598481,0.06431480101943954
27315,0.09494472578009658,0.2941784769849748
27316,0.35591192995688503,0.7491511579764066
27317,0.06442975490154246,0.09322231595688497
27318,0.23591664260753809,0.2816742318853698
27319,0.47072913140726097,0.8557025090453787
27320,0.39109025606005615,0.6010494585391767
27321,0.03974067312959847,0.49915566211193546
27322,0.1838354372945222,0.04794900736044037
27323,0.08059187745615687,0.5682408399072738
27324,0.4225041532479918,0.5845420945910633
27325,0.7354448985296115,0.93737235858891
27326,0.17093047019953933,0.606208094029523
27327,0.12675932953101102,0.30944103496937986
27328,0.19075073297167744,0.4598954638639488
27329,0.10321215492214905,0.28673128538976583
27330,0.012821895142106493,0.451829397819053
27331,0.09529230443966888,0.2341832821487666
27332,0.13969201590626726,0.9423908181197411
27333,0.5843000788958491,0.6997894409029664
27334,0.052853305349786946,0.05100734810016409
27335,0.14564005789704632,0.097363335922468
27336,0.06839149051429474,0.13556891546123073
27337,0.2772882983282152,0.7710287162013567
27338,0.1850265794324277,0.4091445022105373
27339,0.25615916835254243,0.29073426341480946
27340,0.020779099980857633,0.14741545083610177
27341,0.2261591434863188,0.6790993171992484
27342,0.01658136798024035,0.4864116890371746
27343,0.05137939878452893,0.15140028318902612
27344,0.30051428194556734,0.5793508260101131
27345,0.06420503961160223,0.2853376687275738
27346,0.8090642535256007,0.9645710843432396
27347,0.7651546667689522,0.9523800769875688
27348,0.10675595313104137,0.2531436166838518
27349,0.06150927087718561,0.1709539139085219
27350,0.19957682655209963,0.9434240812394509
27351,0.7880604943422287,0.8891839018987088
27352,0.11691785572278851,0.33812834406084685
27353,0.00942068236284189,0.08273151064288144
27354,0.167125558140887,0.6087759678035414
27355,0.2970881220933736,0.5171970537870111
27356,0.1942702513461932,0.5922156412356682
27357,0.10563068804286091,0.4130963623637807
27358,0.21799836177093798,0.7444572370487857
27359,0.3364319352638923,0.7748057861267107
27360,0.14424608368776906,0.5678549136967149
27361,0.03933872483940471,0.9075553920606726
27362,0.20670576628246426,0.4629103933802919
27363,0.14612383256335748,0.23275884237321254
27364,0.05741948715780518,0.3467661599133234
27365,0.26737807643933686,0.5754758403383335
27366,0.5010622857526298,0.5426080798539671
27367,0.3108735415079128,0.5975598434688881
27368,0.11452419982318848,0.4849557004208536
27369,0.06914629739761524,0.09381184122076154
27370,0.02388154295444436,0.8533489735431287
27371,0.2942965227897601,0.35529233694763157
27372,0.08139915275545498,0.2505195994275244
27373,0.7160027387790658,0.7529488006302536
